Base Cake,Truffle Type,Primary Flavor,Secondary Flavor,Color Group,Customer,Date,KG,EBITDA/KG
Pound,Chocolate Outer,Caramel Cream,Kiwi,Opal,Perk-a-Cola,7/2020,1254.4444444444443,0.06772251242265659
Pound,Chocolate Outer,Caramel Cream,Kiwi,White,Fickelgruber,7/2020,3177.0,0.4832697428186242
Pound,Chocolate Outer,Caramel Cream,Lemon,Black,Dandy's Candies,7/2020,529.03125,0.1833249683157906
Pound,Chocolate Outer,Caramel Cream,Lemon,Opal,Dandy's Candies,7/2020,2002.1844660194174,0.007094659882202092
Pound,Chocolate Outer,Caramel Cream,Lemon,White,Dandy's Candies,7/2020,15229.451612903225,0.09138763740026494
Pound,Chocolate Outer,Cheesecake,Egg Nog,Black,Fickelgruber,7/2020,3080.032258064516,0.22765223890622538
Pound,Chocolate Outer,Cheesecake,Egg Nog,Opal,Fickelgruber,7/2020,253848.9090909091,0.18391178597286273
Pound,Chocolate Outer,Cheesecake,Egg Nog,Tiffany,Zebrabar,7/2020,21601.383647798746,0.3151882028426069
Pound,Chocolate Outer,Cheesecake,Egg Nog,White,Zebrabar,7/2020,193984.2734375,0.2013558747412065
Pound,Chocolate Outer,Cheesecake,Hazelnut,Tiffany,Perk-a-Cola,7/2020,1483.5,0.19701339723483596
Pound,Chocolate Outer,Cherry Cola,Egg Nog,Opal,Zebrabar,7/2020,1677.5078125000002,0.17950830205852553
Pound,Chocolate Outer,Cherry Cola,Egg Nog,White,Dandy's Candies,7/2020,9060.337370242214,0.24481940892373377
Pound,Chocolate Outer,Coffee,Egg Nog,Opal,Zebrabar,7/2020,6432.321799307958,0.11279568267494967
Pound,Chocolate Outer,Coffee,Egg Nog,White,Dandy's Candies,7/2020,101149.25,0.12359238900634956
Pound,Chocolate Outer,Irish Cream,Egg Nog,Opal,Fickelgruber,7/2020,6984.389273356402,0.12035994080040278
Pound,Chocolate Outer,Irish Cream,Egg Nog,White,Fickelgruber,7/2020,9194.277108433736,0.23725642717270007
Pound,Chocolate Outer,Lemon Custard,Egg Nog,Opal,Zebrabar,7/2020,5222.5,0.206265651474396
Pound,Chocolate Outer,Lemon Custard,Egg Nog,White,Dandy's Candies,7/2020,2231.547169811321,-0.13238068993837404
Pound,Chocolate Outer,Mango,Butter Rum,Tiffany,Slugworth,7/2020,12282.16265060241,0.14592134262154913
Pound,Chocolate Outer,Mango,Egg Nog,Black,Slugworth,7/2020,314.32038834951464,0.22745041061420312
Pound,Chocolate Outer,Mango,Egg Nog,Opal,Dandy's Candies,7/2020,2054.328561690525,0.32902301258983935
Pound,Chocolate Outer,Mango,Egg Nog,White,Zebrabar,7/2020,18613.222222222223,0.20790332611930673
Pound,Chocolate Outer,Mango,Fuzzy Navel,Black,Slugworth,7/2020,248.6394601542416,0.22956101579275454
Pound,Chocolate Outer,Mango,Fuzzy Navel,Opal,Dandy's Candies,7/2020,1005.4545454545455,0.5518197639431259
Pound,Chocolate Outer,Mango,Fuzzy Navel,White,Dandy's Candies,7/2020,803.1896551724138,0.3385683934672513
Pound,Chocolate Outer,Mango,Mojito,Black,Zebrabar,7/2020,43.645161290322584,0.16175831290631792
Pound,Chocolate Outer,Mango,Mojito,Olive,Dandy's Candies,7/2020,115.76923076923076,0.22851343628712473
Pound,Chocolate Outer,Mango,Mojito,Opal,Zebrabar,7/2020,518.4642857142858,0.2352766447143395
Pound,Chocolate Outer,Mango,Mojito,White,Perk-a-Cola,7/2020,191.11111111111111,0.18968501042867508
Pound,Chocolate Outer,Sour,Butter Rum,Tiffany,Zebrabar,7/2020,117.49826989619378,0.25135572899200825
Pound,Chocolate Outer,Sour,Egg Nog,Black,Slugworth,7/2020,777.0363321799307,0.16758549459358651
Pound,Chocolate Outer,Sour,Egg Nog,Opal,Slugworth,7/2020,6046.06451612903,0.32436806593771883
Pound,Chocolate Outer,Sour,Egg Nog,White,Zebrabar,7/2020,10736.622807017544,0.23463334217045867
Sponge,Chocolate Outer,Amaretto,Egg Nog,Olive,Perk-a-Cola,7/2020,19129.33333333333,0.882233508761909
Sponge,Chocolate Outer,Blueberry,Egg Nog,Olive,Perk-a-Cola,7/2020,29354.53846153846,0.6658008665582411
Sponge,Chocolate Outer,Blueberry,Egg Nog,Opal,Slugworth,7/2020,21.121915820029027,0.7541070158169874
Sponge,Chocolate Outer,Butter Milk,Egg Nog,Opal,Perk-a-Cola,7/2020,62807.53846153845,0.9397033588620651
Sponge,Chocolate Outer,Chocolate Mint,Egg Nog,Opal,Dandy's Candies,7/2020,2281.354838709677,0.8300023726279371
Sponge,Chocolate Outer,Coconut,Egg Nog,Opal,Fickelgruber,7/2020,12870.766853932582,0.684986547474207
Sponge,Chocolate Outer,Dill Pickle,Egg Nog,Olive,Dandy's Candies,7/2020,45481.423076923085,0.6632143486288029
Sponge,Chocolate Outer,Dill Pickle,Egg Nog,Opal,Slugworth,7/2020,150.36549707602342,0.6483444663556303
Sponge,Chocolate Outer,Gingersnap,Egg Nog,Olive,Perk-a-Cola,7/2020,51885.29430379747,0.5947042567674037
Sponge,Chocolate Outer,Gingersnap,Egg Nog,Opal,Zebrabar,7/2020,22.509803921568626,0.6324181640535984
Tiramisu,Chocolate Outer,Chocolate,Egg Nog,Amethyst,Fickelgruber,7/2020,3272.80163599182,0.17327121948181826
Tiramisu,Chocolate Outer,Chocolate,Pear,Amethyst,Zebrabar,7/2020,13867.125,0.31126174129053547
Tiramisu,Chocolate Outer,Chocolate,Rock and Rye,Teal,Slugworth,7/2020,120.98615916955015,0.14882122460665276
Tiramisu,Chocolate Outer,Doughnut,Egg Nog,Amethyst,Perk-a-Cola,7/2020,10330.451612903224,0.20598769675050418
Tiramisu,Chocolate Outer,Doughnut,Egg Nog,Teal,Zebrabar,7/2020,15784.285714285714,0.47155326740384856
Tiramisu,Chocolate Outer,Doughnut,Ginger Beer,Amethyst,Fickelgruber,7/2020,5356.3386075949375,0.6080202245461657
Tiramisu,Chocolate Outer,Doughnut,Ginger Beer,Teal,Fickelgruber,7/2020,428.0,0.4554707924092032
Tiramisu,Chocolate Outer,Doughnut,Pear,Amethyst,Fickelgruber,7/2020,38128.80258899677,0.35291207219140874
Tiramisu,Chocolate Outer,Doughnut,Pear,Burgundy,Zebrabar,7/2020,217.28571428571428,0.4757153241824958
Tiramisu,Chocolate Outer,Doughnut,Pear,Teal,Zebrabar,7/2020,3517.933333333333,0.46927999065119885
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,Slugworth,7/2020,10146.898432174508,0.3288508944027514
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Burgundy,Zebrabar,7/2020,1271.904761904762,0.4462341094220189
Butter,Candy Outer,Butter Pecan,Toffee,Taupe,Slugworth,8/2020,40735.10802469136,0.2554760232109852
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,Slugworth,8/2020,299024.08854166674,0.12840188897966368
Butter,Candy Outer,Ginger Lime,Banana,Burgundy,Perk-a-Cola,8/2020,51795.97953216374,0.13328990300670904
Butter,Candy Outer,Ginger Lime,Banana,White,Fickelgruber,8/2020,13671.296296296296,0.11420183636482285
Butter,Candy Outer,Ginger Lime,Rum,Amethyst,Fickelgruber,8/2020,12274.009146341465,0.14316989282938836
Butter,Candy Outer,Ginger Lime,Rum,Burgundy,Fickelgruber,8/2020,371.2903225806451,0.5695914384211058
Butter,Candy Outer,Ginger Lime,Tutti Frutti,Amethyst,Slugworth,8/2020,12317.397660818711,0.15475520174791368
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,Zebrabar,8/2020,119015.43674698795,0.1550285780438535
Butter,Candy Outer,Margarita,Mixed Berry,Amethyst,Slugworth,8/2020,47142.928571428565,0.16482797545208583
Butter,Candy Outer,Pear,Whipped Cream,White,Zebrabar,8/2020,936.2804878048779,0.46708370015226475
Butter,Candy Outer,Pink Lemonade,Banana,Amethyst,Dandy's Candies,8/2020,2729.705056179775,0.03310296607881177
Butter,Candy Outer,Raspberry Ginger Ale,Banana,Amethyst,Slugworth,8/2020,16918.132716049382,0.1623826174815855
Butter,Candy Outer,Raspberry Ginger Ale,Vanilla,Amethyst,Slugworth,8/2020,58020.911949685535,0.15415602237519974
Butter,Candy Outer,Raspberry Ginger Ale,Vanilla,Burgundy,Slugworth,8/2020,117.22222222222223,0.655873722484666
Butter,Candy Outer,Sassafras,Apricot,Amethyst,Fickelgruber,8/2020,74.78571428571429,-0.053120873544504
Butter,Candy Outer,Spice,Passion Fruit,Amethyst,Fickelgruber,8/2020,5456.578050443081,0.23712276341796418
Butter,Candy Outer,Spice,Passion Fruit,White,Zebrabar,8/2020,2010.9477124183009,0.27136839202822033
Butter,Candy Outer,Spice,Whipped Cream,Amethyst,Zebrabar,8/2020,93302.72435897436,0.4691442228731659
Butter,Candy Outer,Spice,Whipped Cream,Burgundy,Slugworth,8/2020,42.48417721518987,0.1629239843832802
Butter,Candy Outer,Spice,Whipped Cream,White,Zebrabar,8/2020,3665.8097686375318,0.12271821636147309
Butter,Candy Outer,Wild Cherry Cream,Apricot,Amethyst,Fickelgruber,8/2020,132.94270833333334,0.16805525071366778
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,Zebrabar,8/2020,140637.14285714287,0.13599990364658404
Butter,Chocolate Outer,Cream Soda,Peppermint,Burgundy,Dandy's Candies,8/2020,3798.9285714285716,0.2047368130627154
Butter,Chocolate Outer,Horchata,Dill Pickle,Amethyst,Fickelgruber,8/2020,90677.41228070176,0.12714690355562477
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Amethyst,Dandy's Candies,8/2020,23123.5,-0.1125494231624291
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Black,Zebrabar,8/2020,54.83333333333334,0.0032484069244011135
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Burgundy,Perk-a-Cola,8/2020,538.8571428571429,0.07103754408113885
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Opal,Slugworth,8/2020,8104.40251572327,0.007901460062737634
Butter,Chocolate Outer,Kettle Corn,Black Cherry,White,Fickelgruber,8/2020,3569.0359477124184,0.057977566316109445
Butter,Chocolate Outer,Lemon Bar,Wild Cherry Cream,Amethyst,Dandy's Candies,8/2020,45601.615168539334,-0.1578672236970738
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Amethyst,Perk-a-Cola,8/2020,79091.23475609756,0.13319407449921422
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Burgundy,Perk-a-Cola,8/2020,1432.2712418300653,0.11136436120933778
Butter,Chocolate Outer,Plum,Black Cherry,Amethyst,Fickelgruber,8/2020,15110.75,0.1956650615707627
Butter,Chocolate Outer,Plum,Black Cherry,Opal,Fickelgruber,8/2020,9772.200520833334,0.05571444159676182
Butter,Chocolate Outer,Plum,Black Cherry,White,Perk-a-Cola,8/2020,10861.245674740483,-0.06226237251455259
Butter,Chocolate Outer,Plum,Mango,Black,Slugworth,8/2020,3578.592162554427,0.25936644347309834
Butter,Jelly Filled,Orange,Cucumber,Amethyst,Slugworth,8/2020,21438.1875,0.01965123060878235
Butter,Jelly Filled,Orange,Cucumber,Burgundy,Dandy's Candies,8/2020,15617.489114658929,-0.0247699823432112
Cheese,Chocolate Outer,Butter Toffee,Egg Nog,Citrine,Slugworth,8/2020,329.7142857142857,0.3160795876663153
Cheese,Chocolate Outer,Butter Toffee,Egg Nog,Rose,Perk-a-Cola,8/2020,13799.769319492505,0.4316696030498339
Cheese,Chocolate Outer,Butter Toffee,Egg Nog,Slate,Perk-a-Cola,8/2020,818.1891025641024,0.7815258627747372
Cheese,Chocolate Outer,Butter Toffee,Egg Nog,Teal,Zebrabar,8/2020,2185.3410740203194,0.601560460878947
Cheese,Chocolate Outer,Butter Toffee,Egg Nog,White,Perk-a-Cola,8/2020,1702.1929824561405,0.7983706590857871
Cheese,Chocolate Outer,Lemon,Egg Nog,Rose,Slugworth,8/2020,663176.1973875181,0.05176626361047573
Cheese,Chocolate Outer,Lemon,Egg Nog,Teal,Dandy's Candies,8/2020,678.7183544303797,0.4082888271093469
Chiffon,Chocolate Outer,Acai Berry,Egg Nog,Teal,Zebrabar,8/2020,1868.867924528302,0.13515455158413234
Chiffon,Chocolate Outer,Acai Berry,Egg Nog,White,Slugworth,8/2020,1347.0,-0.09660314221139664
Chiffon,Chocolate Outer,Apricot,Egg Nog,White,Dandy's Candies,8/2020,86.24595469255665,0.173405644702676
Chiffon,Chocolate Outer,Birch Beer,Egg Nog,White,Slugworth,8/2020,181.55526992287918,0.1004922538168655
Chiffon,Chocolate Outer,Cherry Cream Spice,Egg Nog,White,Perk-a-Cola,8/2020,10245.87593728698,0.009527187972433723
Chiffon,Chocolate Outer,Creme de Menthe,Egg Nog,White,Zebrabar,8/2020,31412.04644412192,0.10960425206685351
Chiffon,Chocolate Outer,Fruit Punch,Egg Nog,White,Perk-a-Cola,8/2020,1968.8904494382025,-0.13795430949454382
Chiffon,Chocolate Outer,Ginger Ale,Egg Nog,Black,Zebrabar,8/2020,85.32258064516128,0.4605011773831612
Chiffon,Chocolate Outer,Ginger Ale,Egg Nog,White,Fickelgruber,8/2020,14626.074074074077,0.1286837780107099
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,Black,Slugworth,8/2020,11791.8,0.18809339551511925
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,Opal,Fickelgruber,8/2020,13504.20634920635,0.20309352207262565
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,White,Perk-a-Cola,8/2020,63142.241379310355,0.19252767755761327
Chiffon,Chocolate Outer,Grand Mariner,Pear,White,Slugworth,8/2020,579.0625,0.31911676375020276
Chiffon,Chocolate Outer,Grand Mariner,Rock and Rye,Opal,Slugworth,8/2020,8173.714285714284,0.11480197592102628
Chiffon,Chocolate Outer,Grand Mariner,Rock and Rye,White,Dandy's Candies,8/2020,471.91011235955057,0.13731103584923926
Chiffon,Chocolate Outer,Orange Brandy,Egg Nog,Teal,Dandy's Candies,8/2020,1630.1966292134832,0.21969983904877993
Chiffon,Chocolate Outer,Pecan,Egg Nog,White,Perk-a-Cola,8/2020,5872.384615384615,0.08754103710354554
Chiffon,Chocolate Outer,Plum,Egg Nog,Black,Fickelgruber,8/2020,2854.854368932039,0.043213120804470616
Chiffon,Chocolate Outer,Plum,Egg Nog,Opal,Perk-a-Cola,8/2020,1180.5379746835442,0.10924007131056018
Chiffon,Chocolate Outer,Toasted Coconut,Egg Nog,Black,Perk-a-Cola,8/2020,157.46855345911948,0.31662752513068504
Chiffon,Chocolate Outer,Toasted Coconut,Egg Nog,White,Fickelgruber,8/2020,30698.857142857138,-0.09142491804951679
Chiffon,Chocolate Outer,Watermelon,Egg Nog,Opal,Perk-a-Cola,8/2020,2355.267295597484,0.20028905863139823
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,Slugworth,8/2020,114208.8534107402,-0.07334504794838657
Chiffon,Chocolate Outer,Wintergreen,Egg Nog,White,Zebrabar,8/2020,16569.26100628931,0.1783449087657743
Pound,Candy Outer,Vanilla,Tangerine,Black,Zebrabar,8/2020,712.4603174603176,0.5227575131638833
Pound,Candy Outer,Vanilla,Tangerine,Opal,Fickelgruber,8/2020,2499.2017416545723,0.3008386749019894
Pound,Candy Outer,Vanilla,Tangerine,White,Fickelgruber,8/2020,5712.3367198838905,0.31533007883889563
Pound,Chocolate Outer,Bavarian Cream,Apple,Tiffany,Dandy's Candies,8/2020,4463.780120481927,0.33186519555487165
Pound,Chocolate Outer,Bavarian Cream,Black Currant,Tiffany,Dandy's Candies,8/2020,14.663461538461537,0.30354029295031254
Pound,Chocolate Outer,Bavarian Cream,Kiwi,Tiffany,Perk-a-Cola,8/2020,2540.0,0.2965687295294938
Pound,Chocolate Outer,Bavarian Cream,Lemon,Tiffany,Zebrabar,8/2020,4528.380503144654,0.25330369176642575
Pound,Chocolate Outer,Bavarian Cream,Tangerine,Tiffany,Fickelgruber,8/2020,220.55016181229772,0.0826788175441451
Pound,Chocolate Outer,Black Licorice,Egg Nog,Opal,Perk-a-Cola,8/2020,3786.966463414634,0.31857956873717547
Pound,Chocolate Outer,Black Licorice,Egg Nog,White,Slugworth,8/2020,1529.7752808988766,0.29218787636917015
Pound,Chocolate Outer,Caramel Cream,Apple,Opal,Fickelgruber,8/2020,773.5849056603773,0.27019333612709323
Pound,Chocolate Outer,Caramel Cream,Apple,White,Slugworth,8/2020,289.8888888888889,0.20973553067020836
Pound,Chocolate Outer,Caramel Cream,Black Currant,Opal,Perk-a-Cola,8/2020,11715.487421383648,0.305817978126605
Pound,Chocolate Outer,Caramel Cream,Black Currant,White,Dandy's Candies,8/2020,188.7692307692308,0.30374180070862444
Pound,Chocolate Outer,Caramel Cream,Kiwi,Black,Zebrabar,8/2020,102.64285714285714,0.07019526313743867
Pound,Chocolate Outer,Caramel Cream,Kiwi,Opal,Perk-a-Cola,8/2020,627.2222222222222,0.21748188620942122
Pound,Chocolate Outer,Caramel Cream,Kiwi,White,Fickelgruber,8/2020,2647.5,0.22824375338166109
Pound,Chocolate Outer,Caramel Cream,Lemon,Black,Dandy's Candies,8/2020,440.859375,0.27342358761834473
Pound,Chocolate Outer,Caramel Cream,Lemon,Opal,Dandy's Candies,8/2020,2002.1844660194174,0.09743492506902332
Pound,Chocolate Outer,Caramel Cream,Lemon,White,Dandy's Candies,8/2020,12691.209677419352,0.21568052384156752
Pound,Chocolate Outer,Cheesecake,Egg Nog,Black,Fickelgruber,8/2020,2566.693548387097,0.14214956999779388
Pound,Chocolate Outer,Cheesecake,Egg Nog,Opal,Fickelgruber,8/2020,211540.75757575763,0.1515814318434952
Pound,Chocolate Outer,Cheesecake,Egg Nog,Tiffany,Zebrabar,8/2020,19286.94968553459,0.1906549980173462
Pound,Chocolate Outer,Cheesecake,Egg Nog,White,Zebrabar,8/2020,124348.89322916669,0.1901200608524654
Pound,Chocolate Outer,Cheesecake,Hazelnut,Tiffany,Perk-a-Cola,8/2020,1236.25,0.09454959002243703
Pound,Chocolate Outer,Cherry Cola,Egg Nog,Opal,Zebrabar,8/2020,1075.3255208333335,0.5259923948552961
Pound,Chocolate Outer,Cherry Cola,Egg Nog,White,Dandy's Candies,8/2020,4793.829296424452,0.17690978812182814
Pound,Chocolate Outer,Coffee,Egg Nog,Opal,Zebrabar,8/2020,3403.3448673587077,0.2058851108418732
Pound,Chocolate Outer,Coffee,Egg Nog,White,Dandy's Candies,8/2020,50574.625,0.2951886578171128
Pound,Chocolate Outer,Irish Cream,Egg Nog,Opal,Fickelgruber,8/2020,3695.444059976932,0.11206203714751885
Pound,Chocolate Outer,Irish Cream,Egg Nog,White,Fickelgruber,8/2020,6965.361445783133,0.055416324329565864
Pound,Chocolate Outer,Lemon Custard,Egg Nog,Opal,Zebrabar,8/2020,2611.25,-0.13069720369040147
Pound,Chocolate Outer,Lemon Custard,Egg Nog,White,Dandy's Candies,8/2020,1992.4528301886792,0.06977679451082881
Pound,Chocolate Outer,Mango,Butter Rum,Tiffany,Slugworth,8/2020,9304.668674698794,0.27065300102762635
Pound,Chocolate Outer,Mango,Egg Nog,Black,Slugworth,8/2020,314.32038834951464,0.28032730040780407
Pound,Chocolate Outer,Mango,Egg Nog,Opal,Dandy's Candies,8/2020,2054.328561690525,0.2522720567439597
Pound,Chocolate Outer,Mango,Egg Nog,White,Zebrabar,8/2020,9306.611111111111,0.3493021917284195
Pound,Chocolate Outer,Mango,Fuzzy Navel,Black,Slugworth,8/2020,131.55526992287918,0.1733813364083097
Pound,Chocolate Outer,Mango,Fuzzy Navel,Opal,Dandy's Candies,8/2020,837.8787878787879,0.3473459838950592
Pound,Chocolate Outer,Mango,Fuzzy Navel,White,Dandy's Candies,8/2020,608.4770114942529,0.17803045732739695
Pound,Chocolate Outer,Mango,Mojito,Black,Zebrabar,8/2020,36.37096774193548,0.5517867272073206
Pound,Chocolate Outer,Mango,Mojito,Olive,Dandy's Candies,8/2020,103.3653846153846,0.4727106046416073
Pound,Chocolate Outer,Mango,Mojito,Opal,Zebrabar,8/2020,345.6428571428572,0.17967800115937582
Pound,Chocolate Outer,Mango,Mojito,White,Perk-a-Cola,8/2020,191.11111111111111,0.1850021606286589
Pound,Chocolate Outer,Sour,Butter Rum,Tiffany,Zebrabar,8/2020,62.168396770472896,0.5202169724788236
Pound,Chocolate Outer,Sour,Egg Nog,Black,Slugworth,8/2020,411.1303344867358,0.44893490294281607
Pound,Chocolate Outer,Sour,Egg Nog,Opal,Slugworth,8/2020,5038.387096774193,0.3978150718381674
Pound,Chocolate Outer,Sour,Egg Nog,White,Zebrabar,8/2020,10736.622807017544,0.1456205949211582
Sponge,Chocolate Outer,Amaretto,Egg Nog,Olive,Perk-a-Cola,8/2020,19129.33333333333,0.6979074136758043
Sponge,Chocolate Outer,Blueberry,Egg Nog,Olive,Perk-a-Cola,8/2020,19569.69230769231,0.737202434643551
Sponge,Chocolate Outer,Blueberry,Egg Nog,Opal,Slugworth,8/2020,11.175616835994196,0.7513739423346779
Sponge,Chocolate Outer,Butter Milk,Egg Nog,Opal,Perk-a-Cola,8/2020,41871.69230769231,0.5967454153938248
Sponge,Chocolate Outer,Chocolate Mint,Egg Nog,Opal,Dandy's Candies,8/2020,1901.1290322580646,0.8330149958528035
Sponge,Chocolate Outer,Coconut,Egg Nog,Opal,Fickelgruber,8/2020,8250.491573033707,0.7144523976133295
Sponge,Chocolate Outer,Dill Pickle,Egg Nog,Olive,Dandy's Candies,8/2020,40608.41346153846,0.7115044921320405
Sponge,Chocolate Outer,Dill Pickle,Egg Nog,Opal,Slugworth,8/2020,150.36549707602342,0.7254121074553818
Sponge,Chocolate Outer,Gingersnap,Egg Nog,Olive,Perk-a-Cola,8/2020,39307.041139240515,0.787191231948771
Sponge,Chocolate Outer,Gingersnap,Egg Nog,Opal,Zebrabar,8/2020,20.098039215686274,0.46557875615861927
Tiramisu,Chocolate Outer,Chocolate,Egg Nog,Amethyst,Fickelgruber,8/2020,3272.80163599182,0.445352239419414
Tiramisu,Chocolate Outer,Chocolate,Pear,Amethyst,Zebrabar,8/2020,11555.9375,0.2032330277403932
Tiramisu,Chocolate Outer,Chocolate,Rock and Rye,Teal,Slugworth,8/2020,64.01384083044982,0.27533903496764006
Tiramisu,Chocolate Outer,Doughnut,Egg Nog,Amethyst,Perk-a-Cola,8/2020,8608.709677419354,0.29764738591284945
Tiramisu,Chocolate Outer,Doughnut,Egg Nog,Teal,Zebrabar,8/2020,7892.142857142857,0.4239407872671572
Tiramisu,Chocolate Outer,Doughnut,Ginger Beer,Amethyst,Fickelgruber,8/2020,4057.832278481013,0.28397372492027495
Tiramisu,Chocolate Outer,Doughnut,Ginger Beer,Teal,Fickelgruber,8/2020,356.66666666666674,0.2826345174897169
Tiramisu,Chocolate Outer,Doughnut,Pear,Amethyst,Fickelgruber,8/2020,38128.80258899677,0.28012607612200624
Tiramisu,Chocolate Outer,Doughnut,Pear,Burgundy,Zebrabar,8/2020,108.64285714285714,0.2820006233658282
Tiramisu,Chocolate Outer,Doughnut,Pear,Teal,Zebrabar,8/2020,3517.933333333333,0.3299558377585477
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,Slugworth,8/2020,10146.898432174508,0.17524124157738777
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Burgundy,Zebrabar,8/2020,1271.904761904762,0.36522752149890764
Butter,Candy Outer,Butter Pecan,Toffee,Taupe,Slugworth,9/2020,53770.34259259259,0.33742960174087644
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,Slugworth,9/2020,466477.57812500006,0.18462862592558665
Butter,Candy Outer,Ginger Lime,Banana,Burgundy,Perk-a-Cola,9/2020,80801.72807017544,0.24241722904044738
Butter,Candy Outer,Ginger Lime,Banana,White,Fickelgruber,9/2020,18046.11111111111,0.18885277783094212
Butter,Candy Outer,Ginger Lime,Rum,Amethyst,Fickelgruber,9/2020,12274.009146341465,0.21093010876137624
Butter,Candy Outer,Ginger Lime,Rum,Burgundy,Fickelgruber,9/2020,371.2903225806451,0.2104160044893203
Butter,Candy Outer,Ginger Lime,Tutti Frutti,Amethyst,Slugworth,9/2020,19215.140350877195,0.2815278173512495
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,Zebrabar,9/2020,119015.43674698795,0.5456663523612723
Butter,Candy Outer,Margarita,Mixed Berry,Amethyst,Slugworth,9/2020,47142.928571428565,0.18585637005280742
Butter,Candy Outer,Pear,Whipped Cream,White,Zebrabar,9/2020,936.2804878048779,0.48893936363101076
Butter,Candy Outer,Pink Lemonade,Banana,Amethyst,Dandy's Candies,9/2020,2729.705056179775,0.12930822039157291
Butter,Candy Outer,Raspberry Ginger Ale,Banana,Amethyst,Slugworth,9/2020,22331.935185185186,0.13053436629535284
Butter,Candy Outer,Raspberry Ginger Ale,Vanilla,Amethyst,Slugworth,9/2020,64983.421383647816,0.4316002210727592
Butter,Candy Outer,Raspberry Ginger Ale,Vanilla,Burgundy,Slugworth,9/2020,140.66666666666666,0.14247882659510575
Butter,Candy Outer,Sassafras,Apricot,Amethyst,Fickelgruber,9/2020,74.78571428571429,0.11163311905650608
Butter,Candy Outer,Spice,Passion Fruit,Amethyst,Fickelgruber,9/2020,10312.932515337425,0.14502667907532796
Butter,Candy Outer,Spice,Passion Fruit,White,Zebrabar,9/2020,2010.9477124183009,0.2797246588351657
Butter,Candy Outer,Spice,Whipped Cream,Amethyst,Zebrabar,9/2020,93302.72435897436,0.33342215002205317
Butter,Candy Outer,Spice,Whipped Cream,Burgundy,Slugworth,9/2020,42.48417721518987,0.49284658801486336
Butter,Candy Outer,Spice,Whipped Cream,White,Zebrabar,9/2020,3665.8097686375318,0.18802603150564257
Butter,Candy Outer,Wild Cherry Cream,Apricot,Amethyst,Fickelgruber,9/2020,207.39062500000003,0.435734950137062
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,Zebrabar,9/2020,168764.57142857145,0.12976500462919058
Butter,Chocolate Outer,Cream Soda,Peppermint,Burgundy,Dandy's Candies,9/2020,3798.9285714285716,0.13649801311841697
Butter,Chocolate Outer,Horchata,Dill Pickle,Amethyst,Fickelgruber,9/2020,141456.76315789475,0.1270562774106721
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Amethyst,Dandy's Candies,9/2020,23123.5,0.23906361457412545
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Black,Zebrabar,9/2020,109.66666666666669,-0.14900276281024294
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Burgundy,Perk-a-Cola,9/2020,538.8571428571429,0.02002309226820874
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Opal,Slugworth,9/2020,9076.930817610064,0.1233783388192676
Butter,Chocolate Outer,Kettle Corn,Black Cherry,White,Fickelgruber,9/2020,3569.0359477124184,0.06123501936817634
Butter,Chocolate Outer,Lemon Bar,Wild Cherry Cream,Amethyst,Dandy's Candies,9/2020,45601.615168539334,-0.1579525802154707
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Amethyst,Perk-a-Cola,9/2020,79091.23475609756,0.05937427283794837
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Burgundy,Perk-a-Cola,9/2020,1432.2712418300653,-0.0068846076098033095
Butter,Chocolate Outer,Plum,Black Cherry,Amethyst,Fickelgruber,9/2020,15110.75,0.07488541979622412
Butter,Chocolate Outer,Plum,Black Cherry,Opal,Fickelgruber,9/2020,15244.632812500002,0.06456077646606231
Butter,Chocolate Outer,Plum,Black Cherry,White,Perk-a-Cola,9/2020,20527.75432525952,0.008479089944019795
Butter,Chocolate Outer,Plum,Mango,Black,Slugworth,9/2020,3578.592162554427,0.2154032730715497
Butter,Jelly Filled,Orange,Cucumber,Amethyst,Slugworth,9/2020,21438.1875,0.06383594831233272
