Base Cake,Truffle Type,Primary Flavor,Secondary Flavor,Color Group,Width,Height,Net Sales Quantity in KG,EBITDA,Product
Tiramisu,Chocolate Outer,Doughnut,Pear,Amethyst,492,80,5725.5,-315.34,Tiramisu-Chocolate Outer-Doughnut-Pear-Amethyst-492-80
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,546,100,485.0,-325.19,Tiramisu-Chocolate Outer-Doughnut-Rock and Rye-Amethyst-546-100
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,600,80,5.7,-325.44,Tiramisu-Chocolate Outer-Doughnut-Rock and Rye-Amethyst-600-80
Tiramisu,Chocolate Outer,Doughnut,Pear,Burgundy,484,40,1520.2,-351.28,Tiramisu-Chocolate Outer-Doughnut-Pear-Burgundy-484-40
Tiramisu,Chocolate Outer,Chocolate,Pear,Amethyst,618,80,1058.0,-371.32,Tiramisu-Chocolate Outer-Chocolate-Pear-Amethyst-618-80
Tiramisu,Chocolate Outer,Doughnut,Pear,Amethyst,485,80,1000.0,-397.44,Tiramisu-Chocolate Outer-Doughnut-Pear-Amethyst-485-80
Tiramisu,Chocolate Outer,Doughnut,Egg Nog,Amethyst,520,100,215.0,-404.06,Tiramisu-Chocolate Outer-Doughnut-Egg Nog-Amethyst-520-100
Tiramisu,Chocolate Outer,Doughnut,Egg Nog,Burgundy,1222,40,0.0,-405.65,Tiramisu-Chocolate Outer-Doughnut-Egg Nog-Burgundy-1222-40
Tiramisu,Chocolate Outer,Doughnut,Pear,Amethyst,478,80,19320.6,-417.71,Tiramisu-Chocolate Outer-Doughnut-Pear-Amethyst-478-80
Tiramisu,Chocolate Outer,Doughnut,Pear,Amethyst,615,80,5109.5,-422.25,Tiramisu-Chocolate Outer-Doughnut-Pear-Amethyst-615-80
Tiramisu,Chocolate Outer,Doughnut,Ginger Beer,Amethyst,640,80,20.0,-442.27,Tiramisu-Chocolate Outer-Doughnut-Ginger Beer-Amethyst-640-80
Tiramisu,Chocolate Outer,Doughnut,Egg Nog,Amethyst,478,40,0.0,-456.14,Tiramisu-Chocolate Outer-Doughnut-Egg Nog-Amethyst-478-40
Tiramisu,Chocolate Outer,Doughnut,Pear,Amethyst,315,60,1.2,-469.64,Tiramisu-Chocolate Outer-Doughnut-Pear-Amethyst-315-60
Tiramisu,Chocolate Outer,Doughnut,Pear,Amethyst,474,40,7.7,-477.89,Tiramisu-Chocolate Outer-Doughnut-Pear-Amethyst-474-40
Tiramisu,Chocolate Outer,Doughnut,Pear,Amethyst,478,40,0.8,-488.94,Tiramisu-Chocolate Outer-Doughnut-Pear-Amethyst-478-40
Tiramisu,Chocolate Outer,Doughnut,Pear,Amethyst,650,50,633.9,-490.48,Tiramisu-Chocolate Outer-Doughnut-Pear-Amethyst-650-50
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Teal,485,45,2.5,-503.54,Tiramisu-Chocolate Outer-Doughnut-Rock and Rye-Teal-485-45
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,640,100,40.2,-506.01,Tiramisu-Chocolate Outer-Doughnut-Rock and Rye-Amethyst-640-100
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Burgundy,1340,80,0.0,-526.97,Tiramisu-Chocolate Outer-Doughnut-Rock and Rye-Burgundy-1340-80
Tiramisu,Chocolate Outer,Doughnut,Pear,Amethyst,485,60,380.4,-528.84,Tiramisu-Chocolate Outer-Doughnut-Pear-Amethyst-485-60
Tiramisu,Chocolate Outer,Doughnut,Pear,Amethyst,305,50,945.0,-551.41,Tiramisu-Chocolate Outer-Doughnut-Pear-Amethyst-305-50
Tiramisu,Chocolate Outer,Doughnut,Pear,Amethyst,340,50,4.5,-554.1,Tiramisu-Chocolate Outer-Doughnut-Pear-Amethyst-340-50
Tiramisu,Chocolate Outer,Doughnut,Ginger Beer,Amethyst,474,100,2089.5,-566.81,Tiramisu-Chocolate Outer-Doughnut-Ginger Beer-Amethyst-474-100
Tiramisu,Chocolate Outer,Doughnut,Egg Nog,Amethyst,476,80,76.7,-583.71,Tiramisu-Chocolate Outer-Doughnut-Egg Nog-Amethyst-476-80
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,580,80,509.6,-605.69,Tiramisu-Chocolate Outer-Doughnut-Rock and Rye-Amethyst-580-80
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,294,80,4948.6,-638.13,Tiramisu-Chocolate Outer-Doughnut-Rock and Rye-Amethyst-294-80
Tiramisu,Chocolate Outer,Doughnut,Pear,Amethyst,616,80,44.3,-671.88,Tiramisu-Chocolate Outer-Doughnut-Pear-Amethyst-616-80
Tiramisu,Chocolate Outer,Chocolate,Egg Nog,Amethyst,620,100,6450.0,-701.28,Tiramisu-Chocolate Outer-Chocolate-Egg Nog-Amethyst-620-100
Tiramisu,Chocolate Outer,Doughnut,Pear,Amethyst,1475,80,14938.0,-705.14,Tiramisu-Chocolate Outer-Doughnut-Pear-Amethyst-1475-80
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,355,60,29.6,-725.48,Tiramisu-Chocolate Outer-Doughnut-Rock and Rye-Amethyst-355-60
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,500,80,42.4,-777.35,Tiramisu-Chocolate Outer-Doughnut-Rock and Rye-Amethyst-500-80
Tiramisu,Chocolate Outer,Doughnut,Pear,Amethyst,330,50,43.8,-777.8,Tiramisu-Chocolate Outer-Doughnut-Pear-Amethyst-330-50
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,325,80,500.0,-787.8,Tiramisu-Chocolate Outer-Doughnut-Rock and Rye-Amethyst-325-80
Tiramisu,Chocolate Outer,Doughnut,Egg Nog,Teal,530,130,945.0,-796.61,Tiramisu-Chocolate Outer-Doughnut-Egg Nog-Teal-530-130
Tiramisu,Chocolate Outer,Chocolate,Egg Nog,Amethyst,600,100,5500.0,-872.19,Tiramisu-Chocolate Outer-Chocolate-Egg Nog-Amethyst-600-100
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,525,100,7193.0,-907.85,Tiramisu-Chocolate Outer-Doughnut-Rock and Rye-Amethyst-525-100
Tiramisu,Chocolate Outer,Doughnut,Pear,Amethyst,317,80,4558.0,-963.87,Tiramisu-Chocolate Outer-Doughnut-Pear-Amethyst-317-80
Tiramisu,Chocolate Outer,Doughnut,Pear,Teal,616,80,0.0,-995.0,Tiramisu-Chocolate Outer-Doughnut-Pear-Teal-616-80
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,560,60,439.9,-1027.18,Tiramisu-Chocolate Outer-Doughnut-Rock and Rye-Amethyst-560-60
Tiramisu,Chocolate Outer,Doughnut,Pear,Teal,485,100,11.2,-1029.15,Tiramisu-Chocolate Outer-Doughnut-Pear-Teal-485-100
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,440,60,439.3,-1030.33,Tiramisu-Chocolate Outer-Doughnut-Rock and Rye-Amethyst-440-60
Tiramisu,Chocolate Outer,Chocolate,Egg Nog,Amethyst,317,80,1433.7,-1063.93,Tiramisu-Chocolate Outer-Chocolate-Egg Nog-Amethyst-317-80
Tiramisu,Chocolate Outer,Chocolate,Pear,Amethyst,485,80,1008.1,-1099.75,Tiramisu-Chocolate Outer-Chocolate-Pear-Amethyst-485-80
Tiramisu,Chocolate Outer,Doughnut,Ginger Beer,Amethyst,474,80,9261.1,-1196.48,Tiramisu-Chocolate Outer-Doughnut-Ginger Beer-Amethyst-474-80
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,560,100,5483.4,-1281.55,Tiramisu-Chocolate Outer-Doughnut-Rock and Rye-Amethyst-560-100
Tiramisu,Chocolate Outer,Doughnut,Pear,Amethyst,1550,80,5229.2,-1414.0,Tiramisu-Chocolate Outer-Doughnut-Pear-Amethyst-1550-80
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,204,80,1056.4,-1415.46,Tiramisu-Chocolate Outer-Doughnut-Rock and Rye-Amethyst-204-80
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,320,60,500.0,-1426.66,Tiramisu-Chocolate Outer-Doughnut-Rock and Rye-Amethyst-320-60
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,500,60,562.5,-1437.35,Tiramisu-Chocolate Outer-Doughnut-Rock and Rye-Amethyst-500-60
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,300,100,4557.2,-1509.88,Tiramisu-Chocolate Outer-Doughnut-Rock and Rye-Amethyst-300-100
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,310,80,1000.0,-1549.08,Tiramisu-Chocolate Outer-Doughnut-Rock and Rye-Amethyst-310-80
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,510,80,1213.0,-1927.36,Tiramisu-Chocolate Outer-Doughnut-Rock and Rye-Amethyst-510-80
Tiramisu,Chocolate Outer,Chocolate,Pear,Amethyst,317,80,3522.0,-2385.06,Tiramisu-Chocolate Outer-Chocolate-Pear-Amethyst-317-80
Tiramisu,Chocolate Outer,Doughnut,Pear,Amethyst,558,80,1528.3,-2386.68,Tiramisu-Chocolate Outer-Doughnut-Pear-Amethyst-558-80
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,500,100,5183.5,-2398.98,Tiramisu-Chocolate Outer-Doughnut-Rock and Rye-Amethyst-500-100
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,295,100,2523.4,-2500.22,Tiramisu-Chocolate Outer-Doughnut-Rock and Rye-Amethyst-295-100
Tiramisu,Chocolate Outer,Doughnut,Egg Nog,Teal,1060,130,3833.0,-2647.65,Tiramisu-Chocolate Outer-Doughnut-Egg Nog-Teal-1060-130
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,294,100,1529.6,-2664.45,Tiramisu-Chocolate Outer-Doughnut-Rock and Rye-Amethyst-294-100
Tiramisu,Chocolate Outer,Doughnut,Pear,Teal,1050,80,4148.0,-2734.6,Tiramisu-Chocolate Outer-Doughnut-Pear-Teal-1050-80
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,442,100,13929.9,-2819.94,Tiramisu-Chocolate Outer-Doughnut-Rock and Rye-Amethyst-442-100
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,529,100,3630.0,-3059.55,Tiramisu-Chocolate Outer-Doughnut-Rock and Rye-Amethyst-529-100
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,305,80,1684.0,-3098.85,Tiramisu-Chocolate Outer-Doughnut-Rock and Rye-Amethyst-305-80
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,658,80,2087.0,-3259.6,Tiramisu-Chocolate Outer-Doughnut-Rock and Rye-Amethyst-658-80
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,295,80,2228.0,-3412.46,Tiramisu-Chocolate Outer-Doughnut-Rock and Rye-Amethyst-295-80
Tiramisu,Chocolate Outer,Doughnut,Pear,Amethyst,510,100,12651.9,-4343.82,Tiramisu-Chocolate Outer-Doughnut-Pear-Amethyst-510-100
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,620,60,1917.0,-5149.22,Tiramisu-Chocolate Outer-Doughnut-Rock and Rye-Amethyst-620-60
Tiramisu,Chocolate Outer,Doughnut,Pear,Amethyst,1060,100,21915.4,-5607.52,Tiramisu-Chocolate Outer-Doughnut-Pear-Amethyst-1060-100
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Burgundy,619,80,4518.6,-5733.28,Tiramisu-Chocolate Outer-Doughnut-Rock and Rye-Burgundy-619-80
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,204,100,3447.2,-5758.46,Tiramisu-Chocolate Outer-Doughnut-Rock and Rye-Amethyst-204-100
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,577,80,3310.0,-6001.2,Tiramisu-Chocolate Outer-Doughnut-Rock and Rye-Amethyst-577-80
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,300,80,3319.8,-6059.14,Tiramisu-Chocolate Outer-Doughnut-Rock and Rye-Amethyst-300-80
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Burgundy,620,60,4541.4,-6557.98,Tiramisu-Chocolate Outer-Doughnut-Rock and Rye-Burgundy-620-60
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Burgundy,620,80,5455.6,-8287.07,Tiramisu-Chocolate Outer-Doughnut-Rock and Rye-Burgundy-620-80
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,595,60,2992.6,-9092.81,Tiramisu-Chocolate Outer-Doughnut-Rock and Rye-Amethyst-595-60
Tiramisu,Chocolate Outer,Chocolate,Pear,Amethyst,518,80,19193.5,-9105.1,Tiramisu-Chocolate Outer-Chocolate-Pear-Amethyst-518-80
Tiramisu,Chocolate Outer,Doughnut,Pear,Amethyst,1050,50,5999.0,-9271.02,Tiramisu-Chocolate Outer-Doughnut-Pear-Amethyst-1050-50
Tiramisu,Chocolate Outer,Doughnut,Pear,Amethyst,1050,80,11944.1,-11172.08,Tiramisu-Chocolate Outer-Doughnut-Pear-Amethyst-1050-80
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,604,100,15218.8,-11418.53,Tiramisu-Chocolate Outer-Doughnut-Rock and Rye-Amethyst-604-100
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,320,80,463.2,-12548.46,Tiramisu-Chocolate Outer-Doughnut-Rock and Rye-Amethyst-320-80
Tiramisu,Chocolate Outer,Doughnut,Pear,Amethyst,466,80,92886.6,-17573.38,Tiramisu-Chocolate Outer-Doughnut-Pear-Amethyst-466-80
Tiramisu,Chocolate Outer,Doughnut,Pear,Amethyst,518,80,44100.3,-17683.04,Tiramisu-Chocolate Outer-Doughnut-Pear-Amethyst-518-80
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,620,80,23051.2,-20004.73,Tiramisu-Chocolate Outer-Doughnut-Rock and Rye-Amethyst-620-80
Tiramisu,Chocolate Outer,Doughnut,Egg Nog,Teal,1060,100,100103.1,-34054.89,Tiramisu-Chocolate Outer-Doughnut-Egg Nog-Teal-1060-100
Sponge,Chocolate Outer,Dill Pickle,Egg Nog,Olive,1000,350,256917.7,127336.78,Sponge-Chocolate Outer-Dill Pickle-Egg Nog-Olive-1000-350
Sponge,Chocolate Outer,Dill Pickle,Egg Nog,Olive,1200,300,129952.4,108351.14,Sponge-Chocolate Outer-Dill Pickle-Egg Nog-Olive-1200-300
Sponge,Chocolate Outer,Butter Milk,Egg Nog,Opal,1000,500,70207.0,77790.91,Sponge-Chocolate Outer-Butter Milk-Egg Nog-Opal-1000-500
Sponge,Chocolate Outer,Butter Milk,Egg Nog,Opal,600,500,65976.5,68427.59,Sponge-Chocolate Outer-Butter Milk-Egg Nog-Opal-600-500
Sponge,Chocolate Outer,Butter Milk,Egg Nog,Opal,995,450,63769.0,60131.76,Sponge-Chocolate Outer-Butter Milk-Egg Nog-Opal-995-450
Sponge,Chocolate Outer,Butter Milk,Egg Nog,Opal,733,500,42953.5,46017.44,Sponge-Chocolate Outer-Butter Milk-Egg Nog-Opal-733-500
Sponge,Chocolate Outer,Butter Milk,Egg Nog,Opal,700,450,40392.0,38936.84,Sponge-Chocolate Outer-Butter Milk-Egg Nog-Opal-700-450
Sponge,Chocolate Outer,Butter Milk,Egg Nog,Opal,500,500,34898.5,37287.17,Sponge-Chocolate Outer-Butter Milk-Egg Nog-Opal-500-500
Sponge,Chocolate Outer,Butter Milk,Egg Nog,Opal,800,500,35573.8,34897.21,Sponge-Chocolate Outer-Butter Milk-Egg Nog-Opal-800-500
Sponge,Chocolate Outer,Dill Pickle,Egg Nog,Olive,1000,300,115754.4,34128.53,Sponge-Chocolate Outer-Dill Pickle-Egg Nog-Olive-1000-300
Sponge,Chocolate Outer,Butter Milk,Egg Nog,Opal,1000,550,29404.2,31933.59,Sponge-Chocolate Outer-Butter Milk-Egg Nog-Opal-1000-550
Sponge,Chocolate Outer,Amaretto,Egg Nog,Olive,1000,250,124120.352,29194.37,Sponge-Chocolate Outer-Amaretto-Egg Nog-Olive-1000-250
Sponge,Chocolate Outer,Butter Milk,Egg Nog,Opal,1000,600,28171.1,26402.64,Sponge-Chocolate Outer-Butter Milk-Egg Nog-Opal-1000-600
Sponge,Chocolate Outer,Butter Milk,Egg Nog,Opal,600,600,27074.3,24205.14,Sponge-Chocolate Outer-Butter Milk-Egg Nog-Opal-600-600
Sponge,Chocolate Outer,Amaretto,Egg Nog,Olive,1000,300,107301.0,24140.58,Sponge-Chocolate Outer-Amaretto-Egg Nog-Olive-1000-300
Sponge,Chocolate Outer,Coconut,Egg Nog,Opal,495,450,25916.5,22741.79,Sponge-Chocolate Outer-Coconut-Egg Nog-Opal-495-450
Sponge,Chocolate Outer,Butter Milk,Egg Nog,Opal,1000,700,20242.6,22596.05,Sponge-Chocolate Outer-Butter Milk-Egg Nog-Opal-1000-700
Sponge,Chocolate Outer,Butter Milk,Egg Nog,Opal,600,400,20723.9,21688.16,Sponge-Chocolate Outer-Butter Milk-Egg Nog-Opal-600-400
Sponge,Chocolate Outer,Blueberry,Egg Nog,Olive,1000,350,190114.3,20392.15,Sponge-Chocolate Outer-Blueberry-Egg Nog-Olive-1000-350
Sponge,Chocolate Outer,Butter Milk,Egg Nog,Opal,590,450,23524.7,20281.87,Sponge-Chocolate Outer-Butter Milk-Egg Nog-Opal-590-450
Sponge,Chocolate Outer,Amaretto,Egg Nog,Olive,1000,350,26825.0,16479.55,Sponge-Chocolate Outer-Amaretto-Egg Nog-Olive-1000-350
Sponge,Chocolate Outer,Coconut,Egg Nog,Opal,545,450,15048.9,13638.55,Sponge-Chocolate Outer-Coconut-Egg Nog-Opal-545-450
Sponge,Chocolate Outer,Coconut,Egg Nog,Opal,355,450,17389.1,11026.59,Sponge-Chocolate Outer-Coconut-Egg Nog-Opal-355-450
Sponge,Chocolate Outer,Blueberry,Egg Nog,Olive,1400,350,44463.6,10844.44,Sponge-Chocolate Outer-Blueberry-Egg Nog-Olive-1400-350
Sponge,Chocolate Outer,Coconut,Egg Nog,Opal,400,450,16039.4,10264.51,Sponge-Chocolate Outer-Coconut-Egg Nog-Opal-400-450
Sponge,Chocolate Outer,Coconut,Egg Nog,Opal,335,450,15738.0,10143.88,Sponge-Chocolate Outer-Coconut-Egg Nog-Opal-335-450
Sponge,Chocolate Outer,Butter Milk,Egg Nog,Opal,600,450,8729.0,9038.23,Sponge-Chocolate Outer-Butter Milk-Egg Nog-Opal-600-450
Sponge,Chocolate Outer,Coconut,Egg Nog,Opal,420,450,13979.5,8461.45,Sponge-Chocolate Outer-Coconut-Egg Nog-Opal-420-450
Sponge,Chocolate Outer,Butter Milk,Egg Nog,Opal,600,700,8070.0,7713.38,Sponge-Chocolate Outer-Butter Milk-Egg Nog-Opal-600-700
Sponge,Chocolate Outer,Butter Milk,Egg Nog,Opal,700,400,5282.3,7536.48,Sponge-Chocolate Outer-Butter Milk-Egg Nog-Opal-700-400
Sponge,Chocolate Outer,Coconut,Egg Nog,Opal,465,450,6903.1,5313.79,Sponge-Chocolate Outer-Coconut-Egg Nog-Opal-465-450
Sponge,Chocolate Outer,Butter Milk,Egg Nog,Opal,1000,750,4573.5,5049.81,Sponge-Chocolate Outer-Butter Milk-Egg Nog-Opal-1000-750
Sponge,Chocolate Outer,Blueberry,Egg Nog,Olive,1200,350,19828.8,4375.61,Sponge-Chocolate Outer-Blueberry-Egg Nog-Olive-1200-350
Sponge,Chocolate Outer,Coconut,Egg Nog,Opal,345,450,6473.0,3728.88,Sponge-Chocolate Outer-Coconut-Egg Nog-Opal-345-450
Sponge,Chocolate Outer,Butter Milk,Egg Nog,Opal,600,900,2319.9,3644.09,Sponge-Chocolate Outer-Butter Milk-Egg Nog-Opal-600-900
Sponge,Chocolate Outer,Chocolate Mint,Egg Nog,Opal,280,250,3915.5,3404.53,Sponge-Chocolate Outer-Chocolate Mint-Egg Nog-Opal-280-250
Sponge,Chocolate Outer,Chocolate Mint,Egg Nog,Opal,315,250,3790.4,3252.15,Sponge-Chocolate Outer-Chocolate Mint-Egg Nog-Opal-315-250
Sponge,Chocolate Outer,Chocolate Mint,Egg Nog,Opal,395,250,3919.5,3220.01,Sponge-Chocolate Outer-Chocolate Mint-Egg Nog-Opal-395-250
Sponge,Chocolate Outer,Butter Milk,Egg Nog,Opal,600,800,3437.7,2802.74,Sponge-Chocolate Outer-Butter Milk-Egg Nog-Opal-600-800
Sponge,Chocolate Outer,Butter Milk,Egg Nog,Opal,1650,700,2979.1,2449.95,Sponge-Chocolate Outer-Butter Milk-Egg Nog-Opal-1650-700
Sponge,Chocolate Outer,Chocolate Mint,Egg Nog,Opal,250,250,2604.5,2311.32,Sponge-Chocolate Outer-Chocolate Mint-Egg Nog-Opal-250-250
Sponge,Chocolate Outer,Butter Milk,Egg Nog,Opal,500,600,2991.0,2231.16,Sponge-Chocolate Outer-Butter Milk-Egg Nog-Opal-500-600
Sponge,Chocolate Outer,Butter Milk,Egg Nog,Opal,600,550,2539.2,2200.03,Sponge-Chocolate Outer-Butter Milk-Egg Nog-Opal-600-550
Sponge,Chocolate Outer,Chocolate Mint,Egg Nog,Opal,660,250,2618.9,2016.84,Sponge-Chocolate Outer-Chocolate Mint-Egg Nog-Opal-660-250
Sponge,Chocolate Outer,Chocolate Mint,Egg Nog,Opal,490,250,2605.6,2013.23,Sponge-Chocolate Outer-Chocolate Mint-Egg Nog-Opal-490-250
Sponge,Chocolate Outer,Dill Pickle,Egg Nog,Olive,1000,500,4169.3,1575.53,Sponge-Chocolate Outer-Dill Pickle-Egg Nog-Olive-1000-500
Sponge,Chocolate Outer,Chocolate Mint,Egg Nog,Opal,235,250,1373.3,1062.15,Sponge-Chocolate Outer-Chocolate Mint-Egg Nog-Opal-235-250
Sponge,Chocolate Outer,Chocolate Mint,Egg Nog,Opal,535,250,1385.0,1015.44,Sponge-Chocolate Outer-Chocolate Mint-Egg Nog-Opal-535-250
Sponge,Chocolate Outer,Chocolate Mint,Egg Nog,Opal,345,250,1362.1,1011.34,Sponge-Chocolate Outer-Chocolate Mint-Egg Nog-Opal-345-250
Sponge,Chocolate Outer,Dill Pickle,Egg Nog,Opal,1020,300,2057.1,837.04,Sponge-Chocolate Outer-Dill Pickle-Egg Nog-Opal-1020-300
Sponge,Chocolate Outer,Butter Milk,Egg Nog,Opal,400,450,499.7,383.99,Sponge-Chocolate Outer-Butter Milk-Egg Nog-Opal-400-450
Sponge,Chocolate Outer,Blueberry,Egg Nog,Opal,1000,350,154.0,-772.58,Sponge-Chocolate Outer-Blueberry-Egg Nog-Opal-1000-350
Sponge,Chocolate Outer,Gingersnap,Egg Nog,Opal,1400,350,246.4,-1029.89,Sponge-Chocolate Outer-Gingersnap-Egg Nog-Opal-1400-350
Sponge,Chocolate Outer,Gingersnap,Egg Nog,Olive,1200,350,10319.4,-1178.07,Sponge-Chocolate Outer-Gingersnap-Egg Nog-Olive-1200-350
Sponge,Chocolate Outer,Gingersnap,Egg Nog,Olive,1400,350,227139.3,-35106.37,Sponge-Chocolate Outer-Gingersnap-Egg Nog-Olive-1400-350
Sponge,Chocolate Outer,Gingersnap,Egg Nog,Olive,1000,350,259382.98,-62406.13,Sponge-Chocolate Outer-Gingersnap-Egg Nog-Olive-1000-350
Pound,Chocolate Outer,Coffee,Egg Nog,White,1235,120,342638.5,366433.33,Pound-Chocolate Outer-Coffee-Egg Nog-White-1235-120
Pound,Chocolate Outer,Caramel Cream,Black Currant,Opal,1450,300,149384.71,304106.64,Pound-Chocolate Outer-Caramel Cream-Black Currant-Opal-1450-300
Pound,Chocolate Outer,Coffee,Egg Nog,White,1265,120,224848.4,244879.33,Pound-Chocolate Outer-Coffee-Egg Nog-White-1265-120
Pound,Chocolate Outer,Caramel Cream,Lemon,White,1450,300,119413.4,167988.93,Pound-Chocolate Outer-Caramel Cream-Lemon-White-1450-300
Pound,Chocolate Outer,Cheesecake,Egg Nog,Opal,1640,100,534994.0,157223.07,Pound-Chocolate Outer-Cheesecake-Egg Nog-Opal-1640-100
Pound,Chocolate Outer,Cheesecake,Egg Nog,Tiffany,1590,165,119194.0,131526.79,Pound-Chocolate Outer-Cheesecake-Egg Nog-Tiffany-1590-165
Pound,Chocolate Outer,Bavarian Cream,Apple,Tiffany,1450,350,46037.312999999995,102749.21,Pound-Chocolate Outer-Bavarian Cream-Apple-Tiffany-1450-350
Pound,Chocolate Outer,Black Licorice,Egg Nog,Opal,1230,100,41617.6,99956.86,Pound-Chocolate Outer-Black Licorice-Egg Nog-Opal-1230-100
Pound,Chocolate Outer,Cheesecake,Egg Nog,Tiffany,1565,165,76249.0,76259.65,Pound-Chocolate Outer-Cheesecake-Egg Nog-Tiffany-1565-165
Pound,Chocolate Outer,Cheesecake,Egg Nog,White,1640,100,257595.94,75351.73,Pound-Chocolate Outer-Cheesecake-Egg Nog-White-1640-100
Pound,Chocolate Outer,Cheesecake,Egg Nog,Opal,1440,100,239245.5,66612.82,Pound-Chocolate Outer-Cheesecake-Egg Nog-Opal-1440-100
Pound,Chocolate Outer,Bavarian Cream,Lemon,Tiffany,1450,350,35548.0,65923.4,Pound-Chocolate Outer-Bavarian Cream-Lemon-Tiffany-1450-350
Pound,Chocolate Outer,Coffee,Egg Nog,White,1265,150,67047.0,63167.85,Pound-Chocolate Outer-Coffee-Egg Nog-White-1265-150
Pound,Chocolate Outer,Cheesecake,Egg Nog,White,1440,100,209470.0,60022.31,Pound-Chocolate Outer-Cheesecake-Egg Nog-White-1440-100
Pound,Chocolate Outer,Cherry Cola,Egg Nog,White,1270,120,53344.0,52562.37,Pound-Chocolate Outer-Cherry Cola-Egg Nog-White-1270-120
Pound,Chocolate Outer,Cheesecake,Egg Nog,Opal,1440,120,338199.495,52256.61,Pound-Chocolate Outer-Cheesecake-Egg Nog-Opal-1440-120
Pound,Chocolate Outer,Cheesecake,Egg Nog,Opal,1660,145,84045.5,49843.37,Pound-Chocolate Outer-Cheesecake-Egg Nog-Opal-1660-145
Pound,Chocolate Outer,Coffee,Egg Nog,White,1245,150,43572.0,47783.33,Pound-Chocolate Outer-Coffee-Egg Nog-White-1245-150
Pound,Chocolate Outer,Cheesecake,Egg Nog,Opal,1590,145,80664.7,47106.51,Pound-Chocolate Outer-Cheesecake-Egg Nog-Opal-1590-145
Pound,Candy Outer,Vanilla,Tangerine,Opal,1420,450,34439.876000000004,45067.59,Pound-Candy Outer-Vanilla-Tangerine-Opal-1420-450
Pound,Chocolate Outer,Coffee,Egg Nog,Opal,1265,150,38112.0,40450.12,Pound-Chocolate Outer-Coffee-Egg Nog-Opal-1265-150
Pound,Chocolate Outer,Cheesecake,Egg Nog,White,1740,120,139600.0,37037.24,Pound-Chocolate Outer-Cheesecake-Egg Nog-White-1740-120
Pound,Chocolate Outer,Caramel Cream,Lemon,White,1450,250,20762.3,35180.14,Pound-Chocolate Outer-Caramel Cream-Lemon-White-1450-250
Pound,Chocolate Outer,Coffee,Egg Nog,White,1517,150,18947.0,31807.91,Pound-Chocolate Outer-Coffee-Egg Nog-White-1517-150
Pound,Chocolate Outer,Cheesecake,Egg Nog,White,1440,120,178231.5,28846.92,Pound-Chocolate Outer-Cheesecake-Egg Nog-White-1440-120
Pound,Chocolate Outer,Coffee,Egg Nog,Opal,1270,120,17813.0,28304.43,Pound-Chocolate Outer-Coffee-Egg Nog-Opal-1270-120
